"FIB_slow1","FIB_slow2","FIB_slow3","FIB_slow4","FIB_fast1","FIB_fast2","FIB_fast3","FIB_fast4"
"ENSMUSG00000045281",2.00405646574261,0,0,0,0,0,0,0
"ENSMUSG00000079018",1079.78935911076,972.54913114089,638.049663636015,1213.56340429731,895.076240998448,856.682382292967,615.35160368688,707.005073007672
"ENSMUSG00000053469",23.3365525484395,23.3783299563416,29,28.0000000000001,17.2514125801712,18,26,22
"ENSMUSG00000056258",25.4503931716503,26.6971809108312,15.2433353024959,11.7222903313041,38.8569001698906,31.4518260038488,0,5.86924814182651
"ENSMUSG00000056665",94,89,204,256,159,165,518,412
"ENSMUSG00000060794",1,0,0,0,0,0,0,0
"ENSMUSG00000072487",0,0,0,0,0,0,1,4
"ENSMUSG00000062543",0,0,0,0,0,0,0,0
"ENSMUSG00000049653",1,0,0,0,2,0,1,0
"ENSMUSG00000063875",8.78996954899554,5.00647580800883,5.37083022123656,2.594320518828,16.533735321425,5.11477520880641,2.54454484457107,4.14639462951627
"ENSMUSG00000063268",661.998521020206,500.122130579502,332.046295602685,490.130972240085,495.739865746976,453.820903408883,305.61932133504,461.484838421965
"ENSMUSG00000063522",23.7617860779063,28.6554936499974,27.3037056625726,23.4365117765657,37.6412729781065,45.5285378185033,10.8887083690904,23.0976556754877
"ENSMUSG00000096689",0,0,0,0,0,0,0,0
"ENSMUSG00000065437",0,0,0,0,0,0,0,0
"ENSMUSG00000065476",0,0,0,0,0,0,0,0
"ENSMUSG00000065612",0,0,0,0,0,0,0,0
"ENSMUSG00000065936",0,0,0,0,0,0,0,0
"ENSMUSG00000063704",2,1,0,5,1,2,3,2
"ENSMUSG00000068348",0,0,0,0,0,0,0,0
"ENSMUSG00000068391",512.556379580853,429.173392757197,620.033146605856,601.106094522486,559.382075492627,609.94785263372,658.459366017883,588.697275293316
"ENSMUSG00000068397",0.000869283008635157,42.7950097346751,23.2703106635125,687.677587157112,0.0294617405178869,0.00986237607928134,591.024610406974,286.331477746808
"ENSMUSG00000055827",0,0,3,0,0,0,0,0
"ENSMUSG00000056293",1,0,0,1,1,0,0,0
"ENSMUSG00000013846",624.85406976852,549.648030362981,0,66.4168192924929,914.059022628179,910.501846590218,0.38693886223189,3.58211668723713e-07
"ENSMUSG00000069996",1.04381214970456,0,0,0,0,0,0,1.01370662628014
"ENSMUSG00000071724",21.4494734952665,18.6538139017745,38.100249327114,34.1068844003626,22.3645467052509,30.699020897125,23,30.0238910920076
"ENSMUSG00000022558",2157.86443655787,2040.60892904435,2115.68694425925,2106.00961802347,2280.58992978479,2583.81273632871,2107.88451371619,1997.52972076226
"ENSMUSG00000053168",0,0,0,0,0,0,0,0
"ENSMUSG00000068600",0,0,0,0,0,0,0,0
"ENSMUSG00000068349",0,0,0,0,0,0,0,0
"ENSMUSG00000075600",418.093884866734,378.075000987553,566.271080420254,657.55910554918,476.922981285416,594.367703522458,597.423040061521,881.776688707053
"ENSMUSG00000022584",116.011959930833,127.409157720132,71.4210985418986,93.2602608872428,91.5492335341009,125.225047150242,47.2419969924694,32.9583895032901
"ENSMUSG00000075609",0,0,0,0,2.83349118591711,0,3.58460628974625,7.68593499498184
"ENSMUSG00000022372",2,7,1,6,14,16,18,15
"ENSMUSG00000072511",0,0,0,0,0,0,0,0
"ENSMUSG00000072541",0,0,0,0,0,0,0,0
"ENSMUSG00000077416",2,1,0,0,1,7,0,0
"ENSMUSG00000077502",0,0,0,0,0,0,0,0
"ENSMUSG00000077783",0,0,0,0,0,0,0,0
"ENSMUSG00000034429",180.257323591363,150.203253867822,232.215323075166,241.411322142376,204.296316671414,217.36755956392,182.930587492295,223.257072220404
"ENSMUSG00000022607",3295.51894821635,2839.12129555815,3091.06554285033,3086.12152470471,3642.66192105463,4020.82551731251,3655.4466705848,3415.52199886741
"ENSMUSG00000079024",6.98650917979685,14.9593450874998,2.40319851077843,2.36550311761739,13.4997359150595,19.980283936481,1.90453395825133,0.0642869932585586
"ENSMUSG00000079025",0,0,0,1,0,0,0,0
"ENSMUSG00000080689",0,0,0,0,1,0,0,0
"ENSMUSG00000082585",1934.65233989539,1646.09475567116,3484.97179304853,3674.64120551046,2446.65785255347,2590.52587696885,4258.55001199292,4101.25732353212
"ENSMUSG00000083380",658.209579767923,585.252309299288,732.700425912706,886.829737780592,701.132838151528,704.571693025652,950.415100948567,1001.85768674328
"ENSMUSG00000084493",0,0,0,0,0,0,0,0
"ENSMUSG00000085523",0,7.1210022212108,0,0,2.01363278279612,2.01340140221816,0,2
"ENSMUSG00000101167",11.5123479993802,3.13700355267644,14.3791506213784,3.09652861071235,5.16316921354032,12.7283029033849,17.8978780720587,7.18618523230261
"ENSMUSG00000086361",0,0,0,1,0,0,0,0
"ENSMUSG00000087899",0,0,1,0,0,0,0,0
"ENSMUSG00000088005",0,0,0,0,0,0,0,0
"ENSMUSG00000088128",0,0,0,0,0,0,0,0
"ENSMUSG00000088364",0,0,0,0,0,0,0,0
"ENSMUSG00000095939",0,0,0,0,0,0,0,0
"ENSMUSG00000088895",0,0,0,0,0,0,0,0
"ENSMUSG00000088897",0,0,0,0,0,0,0,0
"ENSMUSG00000089396",2,0,6,0,6,2,1,0
"ENSMUSG00000022335",266,229,218,299.999999999999,261,250,279,331
"ENSMUSG00000079022",46.5898078970648,65.3128791639632,7.18176385403483,13.4963165988828,104.386840724246,156.315587150971,4.41689821250177,12.3513943174655
"ENSMUSG00000090237",0,0,0,0,1,0,0,0
"ENSMUSG00000091709",0,0,0,0,0,0,0,0
"ENSMUSG00000096173",0,0,0,0,0,0.0724735198867634,0,0
"ENSMUSG00000022589",0,0,1.01807314865335,0,0,0,4,0
"ENSMUSG00000090464",0,0,0,0,0,0,2,0
"ENSMUSG00000075604",0,2.0545293334954,2.04135848788545,11.7141996774517,1.29049759951251,4.18844599893904,0,3.24753228401349
"ENSMUSG00000091479",0,0,0,0,2.02621558822318,0,0,0
"ENSMUSG00000091412",0,0,5.00194433314682,4,0,2.00414336953343,10.0033264756661,8.00459412902097
"ENSMUSG00000092454",0,0,1.19497305815018,0,0,0,0,1.19033326609984
"ENSMUSG00000092495",9,7,0,3,6,13,3,6
"ENSMUSG00000092920",0,0,0,0,0,0,0,0
"ENSMUSG00000093058",0,0,0,0,0,0,0,0
"ENSMUSG00000093169",0,2,0,0,1,0,0,1
"ENSMUSG00000093340",0,0,0,0,0,0,0,0
"ENSMUSG00000093387",1,0,0,0,0,0,0,0
"ENSMUSG00000093695",6,6,0,0,17,18,0,0
"ENSMUSG00000093626",0,0,0,0,0,0,0,0
"ENSMUSG00000093867",1,4,0,2,1,5,0,0
"ENSMUSG00000095129",0.58328518256144,0.739007837139354,0.550154373961302,0.314035818408996,0.956039863101925,1.25808060374253,0.471682468320473,0.613406652983774
"ENSMUSG00000095812",0,0,0,0,2.38064465863901,1.07516083076383,0,1.06681325707616
"ENSMUSG00000095149",0,0,0,0,0,0,0,0
"ENSMUSG00000094296",3.41246713956476,0,5.07806516716538,5.9702538448977,3.96460040420922,4.0916418069423,5.18982089128056,2.84218004367825
"ENSMUSG00000096967",33.3134349388165,42.5854707895249,3.0795026027784,9.84380809776394,36.8430612557092,48.6280816063015,11,21.0611195444441
"ENSMUSG00000098176",58,55,25,40,44,60,41,56
"ENSMUSG00000098203",4.14562403265519,0,0,1.00012981999177,0,1.05770075219542,0,1.00018938807835
"ENSMUSG00000099295",0,0,0,0,0,0,1.32316586656827,0
"ENSMUSG00000099034",107.22956926388,131.925434460875,113.415889768525,83.313021315929,165.321760777497,135.055298550489,78.8866677614143,71.9932281767622
"ENSMUSG00000098595",0,0,0,0,0,0,0,0
"ENSMUSG00000099054",0,0,0,0,0,0,0,0
"ENSMUSG00000099013",0,0,0,1,0,0,0,0
"ENSMUSG00000098625",0,0,2,0,0,0,1,0
"ENSMUSG00000098678",5,6,4,7,5,3,5,3
"ENSMUSG00000098308",0,0,0,0,0,0,0,0
"ENSMUSG00000098451",0,0,0,0,0,0,0,0
"ENSMUSG00000099435",0,0,0,0,0,0,0,0
"ENSMUSG00000101289",0,0,0,0,0,0,0,0
"ENSMUSG00000100127",0,0,0,1,0,0,0,0
"ENSMUSG00000102018",35,39,23.995736564776,53.7314621942946,22,30,27,38.2437852773418
"ENSMUSG00000101026",0,0,0,1,0,0,0,0
"ENSMUSG00000100880",0,0,0,0,0,0,0,0
"ENSMUSG00000100375",0,0,0,0,0,0,0,0
"ENSMUSG00000102069",0,0,0,0,0,0,0,0
"ENSMUSG00000102051",9.96382800234831,6.52866059277657,2.94043919072195,0.901031934852685,9.45875660480607,2.33917965896007,3.79724017784483,3.67644683633114
"ENSMUSG00000101983",0,0,0,0,0,0,0,0
"ENSMUSG00000099958",6.10423817766782,2,2,1,3.03128109899387,4.76872247062842,0,0
"ENSMUSG00000099414",0,0,0,0,0,0,0,0
"ENSMUSG00000101132",4.11411487792993,3.23352369497089,5.11767807520998,3.02880214926096,3.2305088912109,2.04641451110749,16.0843666976826,12.3909338168241
"ENSMUSG00000101140",0,0,0,0,0,0,0,0
"ENSMUSG00000099775",0,0,0,0,0,0,0,0
"ENSMUSG00000099600",0,0,0,0,0,0,0,0
"ENSMUSG00000100462",0,0,0,0,0,0,0,0
"ENSMUSG00000099467",0,0,0,0,0,0,0,0
"ENSMUSG00000099452",0,1.49855141470378,0,0,2,0,0,0
"ENSMUSG00000101082",0,0,0,0,0,0,0,0
"ENSMUSG00000102028",0,0,0,0,0,0,0,0
"ENSMUSG00000101075",0,0,0,0,0,0,0,0
"ENSMUSG00000100287",6.87472836691786,12.7302407811969,10.0904874496457,8.26094260998525,15.2576374880731,19.8056295025963,15.2173557933413,17.3770616104391
"ENSMUSG00000104116",1,1,0,0,0,0,0,0
"ENSMUSG00000104324",5.23783700960488,14.4293393844518,0,9.54084306490511,8.36117627395062,10.5539455157458,2.2579681354682,10.8373700568352
"ENSMUSG00000103906",163.006042141357,130,140.028709579498,136.133772180691,151,134.010039253396,140,105.080216842112
"ENSMUSG00000103457",0,0,0,0,1.00522611887237,0,0,0
"ENSMUSG00000104552",0,0,0,0,0,0,0,0
"ENSMUSG00000106988",10.4890913533141,3.61102612648883,6.68311446831043,7.83665373555115,10.7696741334175,3.52809075654131,0,6.65021455337633
"ENSMUSG00000106847",1125,1050,638,819,1025,1082,583,637
"ENSMUSG00000109179",90.4980273057746,67.0516954287956,56.8205088175503,75.4495056279806,88.0031836378166,68.0350064605576,46.1973056629284,64.9517846249755
"ENSMUSG00000000489",131,108,341.490971664576,236.818445564106,305,336,569.026975635431,356.933982399108
"ENSMUSG00000022436",1352.76374946279,1177.72068675053,1477.87929411018,1674.03040176984,1811.58072924023,1871.05449861177,2040.15189083047,2436.51752854304
"ENSMUSG00000003970",14991,12095,20312.0079744809,21979.9772433246,24226,25626,38734.9530305792,32340.0773245264
"ENSMUSG00000004187",297,236,27.2645669846356,105.195093126798,247,250,31.4364439806227,61.5396245012903
"ENSMUSG00000005354",1967,1640.83650124984,2801.45186876907,2676.45249706442,2940.00546633443,3108.58523825516,4252.10957678773,3503.57663068567
"ENSMUSG00000005716",0,0,0,0,0,0,0,0
"ENSMUSG00000006378",252.022204280817,195.567820813956,263.650950434103,435.751322555205,573.999897847396,326.205268606369,712.073888326031,797.512770977919
"ENSMUSG00000022415",0,4,11,11,6,7,11,7
"ENSMUSG00000010601",37.5618558313369,25.0785438416674,44.0177843400787,60.5388758262158,59.3453998659535,53.6643311814849,48.6137153203216,63.5402058507294
"ENSMUSG00000010830",2410,2065,2758,2741,3612,3674,3841,3899
"ENSMUSG00000016552",277,229,187,359,356,364,360,549
"ENSMUSG00000022443",48201.6970543021,43383.2482739218,55125.8801760901,46835.6334675269,47146.3128333034,56103.4978380163,47775.3418201332,48955.8713737433
"ENSMUSG00000016637",688,601,709.489701741094,928.500695125896,847,858,1010.61380080911,1096.32547764725
"ENSMUSG00000016942",5,1,0,0,3,2,0,7.28199422806289
"ENSMUSG00000068206",622.849730090079,496.729445996427,589.81697496497,794.029591042042,649.889908465598,644.893961173073,644.604797778949,731.951129403689
"ENSMUSG00000018169",0,2.35225690855979,2.22451998355849,1.30534468526678,1.41160135096769,0,0,1.19006393343744
"ENSMUSG00000018893",0,0,0,1,0,2,0,0
"ENSMUSG00000019080",132.074200261425,144.690557138324,126.915596270394,234.639978855124,178.750701311379,208.15135909126,234.604956035017,216.185889893368
"ENSMUSG00000019146",1.05619189882668,6.59279524815543,2.5090454849486,8.93226003318782,4.31033583576894,9.86082473978825,9.66849935061828,6.54174695438181
"ENSMUSG00000022403",5080,4295,4935.96002381596,4952.90839350395,6657,7550.99999999999,8089.95612041619,7081.89653556637
"ENSMUSG00000022404",1833,1517,1911.86989050177,1996.36957390215,2231,2329,2340.83328618395,2222.56544408154
"ENSMUSG00000022407",892.205014260331,735.943821454991,978.416470893573,1144.30745379084,1296.80445853513,1274.00233860966,1733.76696563632,1633.21194267874
"ENSMUSG00000022408",0,0,0,0,0,0,0,0
"ENSMUSG00000022412",1069,912.761736385132,816.203672969112,609.316620083412,1282,1408.80617091135,857.055573093533,805.299072589107
"ENSMUSG00000022414",843,793,909.131301764835,988.507810130609,1100,1093,1082.30630135769,1170.08189042892
"ENSMUSG00000009585",617.640753838702,509.956682601322,499.366272848236,542.488660662387,550.888972727594,512.775874379597,462.076691080662,558.079093673989
"ENSMUSG00000022420",711,507,793.781792157422,963.591131706911,850,805,927.999999999999,1045.98672773558
"ENSMUSG00000022421",2480.13069903559,1817.53915078769,2687.68118468968,3380.44806751989,2767.78625878535,2901.38746852139,4340.64790259818,4913.09500877267
"ENSMUSG00000089837",18.0982291340223,0,29.0534278951467,15.0623427095667,5.26060997835361,0,58.0152311080484,40.8356145751221
"ENSMUSG00000022426",2282.59259253531,1774.31373481855,1900.24412789676,1859.83645629664,2761.14257569636,2824.7937115344,2347.00586698444,2385.49479469119
"ENSMUSG00000022427",2142,1960,2674.3726470159,2841.78267636957,3126.98214791371,3351.9616174431,3947.36581482525,3209.87880083294
"ENSMUSG00000022428",843,669,1171.96808276882,1525.27348873301,914,936,1579,1655.17048780917
"ENSMUSG00000022429",9,1,0,1,4,0,0,0
"ENSMUSG00000022440",2921,2386,2334,3122,3414,3188,3112,3937.95984019554
"ENSMUSG00000033669",410,284,246.039183455247,233.793547379164,372,427,273.129747599907,232.795979953671
"ENSMUSG00000022546",205,142,55.8974117735275,40.9102862500769,160,156,0,25.2105272890748
"ENSMUSG00000022555",588,550,542.062369824565,705.537388060927,769,907.000000000001,785.582395412047,814.213325454535
"ENSMUSG00000022557",1205,1141,1996.36173712988,1862.49195845745,1974,2008.35815758377,3101.74659250885,2345.01235231838
"ENSMUSG00000022559",591,501,289.483665802271,340.971049132978,706,726,487.375348260858,465.22943309925
"ENSMUSG00000022560",212,201,115.661805745475,125.543227929282,282,336,171.640717583194,133.639893445337
"ENSMUSG00000033697",247.606965079677,257.249049365676,310.062357950858,359.629704689583,409.20823111051,438.235490126093,466.177210935248,574.881996524945
"ENSMUSG00000116138",176,169,157.695609244474,153.64912878716,221,198,193.049058993153,80.6781053050909
"ENSMUSG00000033728",865.463516424735,687.153172637641,920.035032916055,929.03945761196,976.647526306905,919.715372306139,991.30501136783,922.677617989906
"ENSMUSG00000033762",605.925799738575,502.309442861676,627.315299118945,478.708748793582,528.249298688621,567.84864090874,547.807580245365,470.891729347126
"ENSMUSG00000033819",893.000000000001,793,901,1052,1049,1189,1377,1350
"ENSMUSG00000033837",5,2,0,1,1,3,1.3730632460107,1.14227307669991
"ENSMUSG00000032988",8,8,3.90329497418073,0,3,7,0,6
"ENSMUSG00000033006",0,0,0,1,2,0,0,0
"ENSMUSG00000033020",858,763,263.386643903019,289.041468007033,1129,1207,464.244940167872,451.389681602166
"ENSMUSG00000033039",2007.38339490054,1852.66342084001,2189.46334324195,2464.91920287199,2522.78722367357,2750.63544407225,2068.66215903548,2376.86449977912
"ENSMUSG00000033047",3943,3223,5103.04703689338,5213.10681844379,5742,6158,7258.10746346119,6488.87799778179
"ENSMUSG00000033055",786.380733621174,562.121495830661,958.59863180173,1051.15225574682,738.535563444983,711.96873796751,979.210305486323,986.492749622926
"ENSMUSG00000033099",497.559342283961,477.120185321396,1091.29637969478,1117.23633247205,742.56444878725,726.154386746035,1496.65276073806,1216.13567428357
"ENSMUSG00000033128",2173,1871,1122.23683414634,769.464905149052,2659,2673,1110.87024390244,1009.44904308942
"ENSMUSG00000022401",506.796216253013,459.231191850837,456.690138020606,562.761018308154,621.16428163166,606.84770362987,614.506043101164,726.196742722887
"ENSMUSG00000018008",0,0,0,0,0,0,0,0
"ENSMUSG00000034161",127,134,67.258648578797,152.38338867299,75,84,83.0588808984854,86.5454396112147
"ENSMUSG00000042351",2.52398096442554,0,0,0,0,0,0,0
"ENSMUSG00000033220",16.8714600873902,14.0672552013081,0,0,26.8769892039129,17.7997705758154,14.1252436963495,10.5113448995703
"ENSMUSG00000071711",397,299,441.41892325314,619.637092765054,620,534,813.229510821363,910.578407969783
"ENSMUSG00000043501",1,10,14,12,12,8,35,26
"ENSMUSG00000042428",247,166,301,335,437,543,400,425
"ENSMUSG00000042524",5562.96892588456,4422.98191413747,5883.13675179041,5707.1294347232,5823.98277369493,6098.98245653597,4441.0979336392,4255.56847400541
"ENSMUSG00000042535",1552.87707933439,1375.4885578015,1635.12915983099,1519.42674011083,1678.78911545238,1656.63362330929,1767.47082087104,1737.8130975389
"ENSMUSG00000042564",94.6337531818784,76.5118583157606,44.2394881846503,45.4644509742706,108.347648419329,88.831074555037,73.3151155596465,79.2604659386399
"ENSMUSG00000042632",792,641.999999999999,914.655919976565,951.557688667971,998,1101,1124.47736275332,1215.85814568397
"ENSMUSG00000033565",7210,6367,6350.93582602632,6409.52770876582,7347.99999999999,8186,5363.67686139224,6416.97135470834
"ENSMUSG00000054967",211,155,3.14772116581831,125.207758424197,222,206,74.362506901531,67.790061547365
"ENSMUSG00000033707",6.04652567357451,1,1,6.12129915578184,1,0,0,3
"ENSMUSG00000051518",352,254,497.0484489743,560.745627969782,483,481,708.612180692552,647.042676545829
"ENSMUSG00000044933",0,1,0,1,0,1,0,3.2027293547077
"ENSMUSG00000116121",24.1632790874163,34.4394296218394,16.4687981813095,18.3759870839025,15.9951693854144,34.2236317176599,2.06088754686091,10.1463202463876
"ENSMUSG00000055065",14916,13937,3685.86379031699,3163.83654359823,17463,19358,3655.85410037277,3593.53921587593
"ENSMUSG00000047108",3,1,2,0,4,2,5,2
"ENSMUSG00000044216",11,6,50,26,19,18,10,6
"ENSMUSG00000114755",0,0,1,0,0,0,0,2
"ENSMUSG00000044986",58,58,96.9980462688083,175.171587094145,143,135,284.211252245798,246.211629179108
"ENSMUSG00000049521",2118,1841,2580,2641,2556,3111,2909,3167
"ENSMUSG00000050982",0,0,0,0,0,0,0,0
"ENSMUSG00000044309",0,1,0,0,0,0,0,0
"ENSMUSG00000053929",2407,1993.99999999999,2224.4202278045,2136.24248403269,2771,2856,2386.27614386199,2186.94934942117
"ENSMUSG00000047888",1799.28536352076,1742.98350218858,1329.95884917736,1567.12718155582,2161.55044967986,2286.11540791897,1549.42170224424,2179.89873883625
"ENSMUSG00000055041",375,239,461.80501712672,529.141709445149,423,470,661.758989414029,643.8783500591
"ENSMUSG00000056656",4,9,22,13.0000002220519,7,10,21.436576445406,11.7810178352738
"ENSMUSG00000033170",62,38.0406968034271,100,77,114,138,88.0058006871142,99
"ENSMUSG00000063236",639,623,287.957312706399,284.636394568361,778,743,535.148786091997,379.54530590654
"ENSMUSG00000034022",2431,2060,1935.29176219218,2260.42290026882,3016,3186,2391.5161447066,2276.28885045629
"ENSMUSG00000022556",1407,1294,12.0519525502912,0.00440989891872238,1867,1754,0.00762042463611912,2.16921477607574
"ENSMUSG00000063354",0,0,0,0,0,0,4,0
"ENSMUSG00000062154",0,0,0,0,0,0,0,0
"ENSMUSG00000009035",2267,1975,2316.72576037322,2816.38936565813,2630,2876,2751.220940543,3437.06344087413
"ENSMUSG00000115987",854,755,1180.55398388959,1678.73210143718,1192,1194,1688.4841958292,1688.30079187042
"ENSMUSG00000022526",898,715,721.339182427497,755.872017526596,947,1102,986.215636355661,1014.75635700817
"ENSMUSG00000060036",16871.9620356703,14751.1271831207,16263.5412027855,18981.4770098277,26597.7846927029,27600.1479527613,27724.3161294193,26886.7945398495
"ENSMUSG00000057346",80.7976870039996,99.240627492447,49.1737014807943,68.8097715989688,78.0015284334542,71.1742219695503,94.9567160891914,104.343304229268
"ENSMUSG00000064409",0,1,1,1,0,1,2,2
"ENSMUSG00000064587",0,0,0,0,0,0,0,0
"ENSMUSG00000064884",0,0,0,0,0,0,0,0
"ENSMUSG00000043460",1,0,0,0,0,0,0,2
"ENSMUSG00000053411",732,565.999999999999,459,761,640.000000000001,599.872906407795,555,796
"ENSMUSG00000068220",43301,38820,65193.4023091818,75580.1453930279,65536,67216,95092.073519301,88422.0819698217
"ENSMUSG00000116165",273.029783992752,183.526653534722,266.624525532855,227.60150703585,258.306081673664,211.176829990837,233.960984269692,260.112114711632
"ENSMUSG00000068227",0,0,9,1,2,10,0,0
"ENSMUSG00000033287",1678,1396,2209,2572.45536698708,2249,2454,3206,3253.67850020745
"ENSMUSG00000050014",273.833075884468,279.696153500853,365.313259777499,225.241461577408,258.778299528757,255.790073035627,291,245
"ENSMUSG00000068252",36.4381441686631,25,0.000930139949588936,20.4611241737842,2.52070257487094,0,3.00048612849695,5.14543665636336
"ENSMUSG00000070235",0,0,0,0,0,0,0,0
"ENSMUSG00000050439",0,1,0,1,0,0,3,2
"ENSMUSG00000042622",664,544,1087.48374165987,701.055420331456,876,948,896.724697718109,565.120299569081
"ENSMUSG00000071713",1.00323376929734,3.04478351428349,0,4.00148411808888,0,3.22137432444382,2.19704211087018,0
"ENSMUSG00000071714",1.05609715976985,1.01359206708657,0,0,3.10827006956234,4.12159453178371,3.33524175929015,0
"ENSMUSG00000071715",0,0,0,0,0,0,0,0
"ENSMUSG00000071716",0,0,28.9990698600504,0,18,37.4282592975247,20.3353675226807,14.6078554059185
"ENSMUSG00000048385",1,1,0,1,2,0,0,0
"ENSMUSG00000016554",3992.89922478984,3411.71668827286,5683.25227481708,5751.57663527395,5880.88265060721,6025.34332965313,8149.08957263113,7192.00304996076
"ENSMUSG00000077734",16,30,14,11,44,36,16,13
"ENSMUSG00000106626",8.39914448828077,9.17948151665674,0,3.71263550143804,9.76557230633014,7.98354272032343,0,4.5749882001198
"ENSMUSG00000042292",2459,2107,2962,2855.00000000001,2328,2655,2777,2844
"ENSMUSG00000042406",14195,12647,11927.2181355341,12415.8119425669,14463,13412,11883.4260011204,11831.3839073273
"ENSMUSG00000089715",7049.58354498426,5906.99999999999,5582.9332112584,6239.24344842204,5981.36774339733,6311,5742.51985006313,6501.33742678787
"ENSMUSG00000033088",1988.26127937611,1571.67879583995,2608.25619643897,2910.88266396754,1726.29949278979,1718.85016398462,2375.87121957934,2565.38701681089
"ENSMUSG00000068246",30.2023129960004,17.759372507553,0,0,16.9984715665458,14.8257780304497,0,11.8009772473886
"ENSMUSG00000022433",3555.46387551349,3248.52580811818,3647.93955169194,3649.91584935104,3770.36579159827,3952.93980538574,3290.50136517971,3150.71991749625
"ENSMUSG00000082233",0,1.0112756440375,0,1.00581603944054,0,2.01584397358207,0,0
"ENSMUSG00000084497",13,10,25,4,15,20,2,7
"ENSMUSG00000042303",723.854836547979,662.200687817623,876.827276441972,954.170355497922,734.273038204352,854.6335567615,1024,1035.14139289847
"ENSMUSG00000033576",142.637727396171,175.505198829173,295.484002624955,294.840601904943,207.182099585542,231.178003740039,268.481135698946,334.545147363346
"ENSMUSG00000087543",65,79,90,105,75,82,49,66
"ENSMUSG00000075555",4.47483712970533,2.93049463396005,5.16364866113986,9.50790417198629,3.93249000104058,0,0,0
"ENSMUSG00000086467",3,3,1,1,6,9,0,2
"ENSMUSG00000091492",2.13311849337162,0,0,0,0,0,0,1
"ENSMUSG00000116069",36.1594848674334,78.7526597147514,26.3252303283013,47.5328376771332,70.0619677677375,81.7376051815756,41.2387011362385,52.8219053707865
"ENSMUSG00000085802",17.3808773818718,19.3043785440794,1.01464652636828,9.1239857350466,23.5901536790862,21.3474518057824,12.1716118256406,13.1715186486339
"ENSMUSG00000047938",5,3.01080366184626,3,3,4.01703279086838,3.01391046659158,12,3
"ENSMUSG00000084864",2.04698167702641,0,4,1,3.0512213183711,6.03106621581682,7,4
"ENSMUSG00000088219",0,0,0,0,0,0,0,0
"ENSMUSG00000088740",0,0,0,0,0,0,0,0
"ENSMUSG00000088901",0,4,0,0,0,0,0,2
"ENSMUSG00000089242",1,0,0,0,0,0,0,0
"ENSMUSG00000022550",585,516,460.393706706823,638.734712124509,698,708.999999999999,618.408272486427,704.476046142015
"ENSMUSG00000022416",0,0,2,3.00541347053749,2,5,4,3
"ENSMUSG00000089796",9.03107411544072,2.01808586254092,4.00841327020891,1.00256901376448,3.01722630507013,3.01754346402764,1.00215793250062,6.01000476966514
"ENSMUSG00000059323",1527,1213,1471.01419257526,1499.00417900585,1214,1222,1447,1615.00208072341
"ENSMUSG00000018126",34,29,121,72,75.9999999999999,101,55.0000000000001,81
"ENSMUSG00000090429",0,0,0,0,0,0,1,0
"ENSMUSG00000091694",5.16692411553249,2.08300178383052,0,0,0,9.12713156723,0,0
"ENSMUSG00000050164",0,0,0,0,3,0,0,0
"ENSMUSG00000033029",50.5395878129891,59.3745764732182,24.4430713217673,29.9865127839995,53.1253516231211,61.4268483073621,33.5469603059621,56.3361132417961
"ENSMUSG00000091135",0,0,0,2.31373844983896,0,0,0,0
"ENSMUSG00000058357",20.0334365140997,20,27.0287089913345,35,29.0992433592921,13.027246077266,26.0314786825935,25.0722177758678
"ENSMUSG00000116378",43.9777957191828,34.4321791860444,69.5523827373998,48.5095549282385,0.000102152603665697,122.794731393631,110.339233318018,150.902414452545
"ENSMUSG00000091650",0,0,49,21,0,0,27,47
"ENSMUSG00000092494",0,0,0,1,0,0,1,0
"ENSMUSG00000092375",1.00241767077707,1.00268703964338,0,0,0,5.01140880366915,0,0
"ENSMUSG00000092868",0,0,1.8607459820212,0,1.55055219747845,0,0,0
"ENSMUSG00000092974",15.6438358425372,31.7984824029204,0,10.1950081943126,0,15.4905050199682,10.5031577595258,21.1736990094993
"ENSMUSG00000093223",7.40463804165439,9.04210290201355,8.4249977319906,0,4.12919016954844,3.85814843327093,5.37187080204153,2.30899841282706
"ENSMUSG00000093458",1,0,0,1,1,0,0,1
"ENSMUSG00000095704",0,0,0,0,0,0,0,0
"ENSMUSG00000095245",0.58328518256144,0.739007837139354,0.550154373961302,0.314035818408996,0.956039863101925,1.25808060374253,0.471682468320473,0.613406652983774
"ENSMUSG00000096210",9444,7769,10786.6079221139,10654.8618908791,9793,8875,9232.6251665225,8415.66193608546
"ENSMUSG00000068226",2.02971449328725,0,0,0,1.00455235503752,0,1,2.01295673127752
"ENSMUSG00000097085",28.9744460624382,37.7320204046696,27.5924452634954,26.2772983045466,29.643448379398,44.4890104835709,26.7330658135544,14.5041202344727
"ENSMUSG00000097128",9.91563525618064,23.0161139552063,6.2765432178773,7.28760518034975,18.3046391644944,15.2413721487568,4.12777339469118,11.3165857309917
"ENSMUSG00000097057",55.2710357487975,52.4692824039738,59.1103677675441,54.5987030516793,81.5916363640568,119.556711363557,70.8412581845338,72.3415020218879
"ENSMUSG00000097267",89,90,26.9186458342923,32.6117734601318,116,101,44.4960792620515,44.385244187093
"ENSMUSG00000099267",4,6,0,2,6,6,0,0
"ENSMUSG00000099260",0,0,0,0,0,0,0,0
"ENSMUSG00000098996",0,0,0,0,0,0,0,0
"ENSMUSG00000099059",0,0,0,0,0,0,0,0
"ENSMUSG00000099180",0,0,0,0,0,0,0,0
