FIB_high_1	FIB_low_1	FIB_low_2	FIB_high_3	FIB_low_3	FIB_high_4	FIB_low_4
ENSMUSG00000007646	275.187999175306	168.986132227964	202.62171270016	325.698146676027	262.953863133069	317.251661666835	259.004909973138
ENSMUSG00000007653	0	1	0	0	0	0	0
ENSMUSG00000007655	13996	16179	17666	9403	13241	9639	12658
ENSMUSG00000007656	3227	2719	2339	2560	2265	2614	2207
ENSMUSG00000007659	2025	1444	1281	1500	1345	1322	1175
ENSMUSG00000007670	5039.90705389664	4509	5384.97517699374	5404.93850145291	5708.9950246184	4983.96671112772	4906.97305521911
ENSMUSG00000007682	0	1	0	0	0	0	0
ENSMUSG00000007721	1976.90854778798	1756.9827912529	1703.56020653139	1178.97340693991	1157.89010981942	1357.93485406369	1169.92125539243
ENSMUSG00000007739	7578	8357	6942	4988	5316	4932	5193
ENSMUSG00000007777	179.166967183347	139.14231799332	176	223	249	215	270
ENSMUSG00000007783	896.363758420346	652.117957933995	1074.62137527956	972.315786759255	1058.50102293334	1079.93320250954	1086.44606345017
ENSMUSG00000007805	1248.98334348846	1100.30508740755	996.776094416298	1705.54800771417	1548.47650408703	1468.74988785852	1330.0975313085
ENSMUSG00000007812	832.52282469619	565.828338948393	443.462213953803	1200.32060065689	1127.29452728634	970.433437997047	817.732495911353
ENSMUSG00000007815	16776.6992085396	14993.3068826041	12572.9904731552	13266.2094809913	12541.0588888738	12723.4395780608	11820.9572355478
ENSMUSG00000007817	3641.63156355244	3050.74686153739	4009.6829085145	5063.58353914329	5108.45064516806	4790.59744067785	4476.74535743345
ENSMUSG00000007827	463	421	472	500	556	533	548
ENSMUSG00000007833	952.257584308507	966.47094755874	1191.74396424466	968.642297157971	1181.42836920939	1025.5143018605	1114.3878183194
ENSMUSG00000007836	6555	6477	6584	5819	6110	5576	5248
ENSMUSG00000007837	202.08298585113	209.133434862475	269.365191898458	317.302579498957	253.320713536524	256.374719125458	264.012768717103
ENSMUSG00000007850	11558.5514202952	11314.9875709278	10578.9735120924	12459.5618581303	12754.3589617724	13274.9836424567	12650.7068983309
ENSMUSG00000007867	44.982676897453	64.2871405728877	83.79527115259	61.2751763567837	85.733354180654	88.653356717161	68.9902937659456
ENSMUSG00000007872	9463	7763	6826	10892	9540	7515	6971
ENSMUSG00000007877	0	0	2	0	1	0	0
ENSMUSG00000007880	3068.06201631083	2783.23083850818	3050.99471596193	3462.18392483111	4000.75667193815	3228.26265777982	3312.44126851014
ENSMUSG00000007888	10530	5684	5465	9189	6369	10344	7721
ENSMUSG00000007891	16024.3681963815	12304.330233212	16727.6197244584	13129.2968369186	11197.5675216882	13968.1784984047	12726.1517391057
ENSMUSG00000007892	40556.8070921948	43660.28448946	33693.9470836692	33024.8775790485	31742.1401863443	37278.3213671343	35935.9438687502
ENSMUSG00000007907	0	0	0	0	0	0	0
ENSMUSG00000007908	0	2	7	13	14	7	12
ENSMUSG00000007944	0	2.36116909716879	0	0	1.20207044086684	0	1.24693748716988
ENSMUSG00000007946	0	0	0	0	0	0	1
ENSMUSG00000007950	1779.49822630842	1649.43326434002	2181.97200578991	1848.87633276192	1811.82031431839	1889.22183250271	1718.95002033755
ENSMUSG00000007987	83.0404175724399	73.2265170266472	69.6234123756243	86.8473451262126	72.417874266111	78.7983999455018	86.6469172780803
ENSMUSG00000007989	156.829957299458	92.623025186819	92.045406034022	112.258686413294	70.9155383547536	97.1709828141847	82.2143530855421
ENSMUSG00000008028	2.03690611669268	0	3.04881005594978	2.04189281472454	4.33817944385167	1.56628150287805	2.03016422048755
ENSMUSG00000008035	1955	1726	1904	1843	1880	2089	1838
ENSMUSG00000008036	3215.02488513369	3018.5710923576	2972.69540306173	2788	2603.25851192835	2843.22124538713	2807.29374017224
ENSMUSG00000008090	894.253594554899	739.646726533599	866.690185073274	873.346888207906	751.201015582954	734.529238418621	777.477870625295
ENSMUSG00000008129	12	15	17	30	24	32	28
ENSMUSG00000008136	4518	3240	3953	5534	5232	5292	4822
ENSMUSG00000008140	2927	2542	3096	2839	2709	2834	2836
ENSMUSG00000008153	5	1	2	5	3	3	2
ENSMUSG00000008167	423.472203565477	400.759461234538	485.727625935825	579.830931348316	557	560.381508459351	570.66036730333
ENSMUSG00000008193	5.77969678622628	10.4636410586807	4.10356242538672	10.1680365042734	6.77269846655269	10.3125265893083	7.43647875922189
ENSMUSG00000008200	1760	1864	1401	2002	2175	2213	2191
ENSMUSG00000008206	1233.06640428219	808.823711547332	844.370644702146	1518.69195142655	1165.49349389974	1728.8412649654	1303.9692001653
ENSMUSG00000008226	353.135496868203	408	408.061981922301	400.983709670966	520.129052467888	419.311420626027	527.932909125626
ENSMUSG00000008301	932.217659273294	827.972559093256	935.391693762653	1003.62571978912	1053.8913739146	1031.59393017024	1048.21723245114
ENSMUSG00000008305	583.522035087087	655.624573599577	566.573025142827	626.544416671777	701.260614494187	540	543.057625092359
ENSMUSG00000008307	17.609307598383	24.4274833428774	14.5472437705369	9.58735893778562	18.0620126057408	22.4773160469403	27
ENSMUSG00000008318	419	390	368	238	182	228	155
ENSMUSG00000008333	1887.88544371342	2243.97966211083	1441	1387.95204907308	1634.9698244128	1570	1597.95064167826
ENSMUSG00000008348	48680.1299991186	44031.6767091255	70701.7743888252	52411.9312892856	52682.005980676	44066.6409679122	39984.0866609694
ENSMUSG00000008373	1623.34042087217	1660.81312025586	1571.69602652195	1084.09596494993	1006.6512066118	1096.31118240184	988.978529183086
ENSMUSG00000008384	1595	1506	1439	1213	1122	998	942
ENSMUSG00000008393	2710	2415	2694.17058769683	3122.90566562284	2719	2877	2626
ENSMUSG00000008398	5328.4112192449	5497.92860871168	4957.97600245544	3619.18244490711	3974.55564627844	3932.64931973758	3982.75930009545
ENSMUSG00000008429	724.837106063302	644.0156842089	610.007594051807	837.899179042621	793.846838583999	810.691411187198	776.129793120223
ENSMUSG00000008435	701.554416867474	619.41123767216	483.042412561946	509.098034459275	446.279583176445	575.932902626685	522.747961537053
ENSMUSG00000008438	1	2	1	3	1	2	4
ENSMUSG00000008450	1144.02235938532	1194.261176991	1120.14858910879	675.216514060095	841.095193014221	1017.72312689866	854.558568417848
ENSMUSG00000008461	6.04701681579683	1.02568001377469	0	0	1.30968238142478	0	0
ENSMUSG00000008475	5964.49529132064	4912.28909083364	4485.71948522842	3624.54827396266	3395.48844937166	3326.72905625978	3119.7357741832
ENSMUSG00000008482	3	3	5	0	3	0	0
ENSMUSG00000008489	14	3	5	4	4	3	2
ENSMUSG00000008496	31.1148366870477	22.1631335169935	33.0542863228616	28.2344419754152	52.4008028011335	31.1377650642457	45.2201546400845
ENSMUSG00000008540	22	3.41531450774037	7	15	3	14	3.22898726482269
ENSMUSG00000008575	556.052839638202	277	241.001652139654	592.085840715528	435.007736192906	561.012337252506	363
ENSMUSG00000008590	0	0	1.53336479662254	2.05065884731803	2.11282250239465	2.05783493172766	0
ENSMUSG00000008601	5	9	5	4	3	7	8
ENSMUSG00000008604	2950	3468	3480	2302	2687	2309	2451
ENSMUSG00000008658	1	1.4207291901549	6	1.14014740957207	4	0	3.4268735577891
ENSMUSG00000008668	20610.891128136	25535.5827800403	19959.5165765811	22744.4270591286	20629.1792555247	22391.1825922851	22724.2945892092
ENSMUSG00000008682	7888.39676502749	11828.8228319581	8706.28768058421	10983.093790056	10445.8907874326	10794.7406750407	10809.5258737147
ENSMUSG00000008683	11475.1428363948	13617.0281980986	9724.40573293395	11480.1882794147	10912.0573031973	11737.6839683274	12424.2959600491
ENSMUSG00000008690	6958.89146338374	7820.66802976882	8101.36274435656	7801.4260772224	8293.83803339198	7084.28103478057	7927.37778304617
ENSMUSG00000008730	2436.64991738357	2424.61202779267	2656.77275028612	2495.41449732003	2973.7503797173	2483.80177018522	2659.44496747021
ENSMUSG00000008734	156.78536807148	203.20593685129	156.602933553959	228.560843175227	221.124216304593	203.46371954765	222.218977998269
ENSMUSG00000008763	3152.5761807963	2818.84225684616	3225.97878888028	2746	3180	2767.94082361899	2879.64339375399
ENSMUSG00000008789	0	0	0	0	0	0	0
ENSMUSG00000008813	0	0	0	0	0	0	0
ENSMUSG00000008822	97	113	109	146	162	154	167
ENSMUSG00000008843	0	0	0	0	0	0	0
ENSMUSG00000008845	0	0	0	0	0	0	0
ENSMUSG00000008855	3653.01958832915	3583	4417.12878942867	4978.05633589366	5388	4659.20114416989	4794.56403225714
ENSMUSG00000008859	1319.40302170672	1219.82148929206	1112.38613547866	1039.37810882227	909.649468572904	976.063912279244	893.644677189612
ENSMUSG00000008874	0	0	0	0	0	0	0
ENSMUSG00000008892	4648.56326357054	4236.81643525406	3627.07924013004	3815.11008470801	3491.25827346594	3976.66349616573	3781.00421509615
ENSMUSG00000008932	1.62235053857659	1.04406990746891	0	4.93532119169049	0	2.39138374137855	3.6007374226803
ENSMUSG00000008958	1653.72621109753	1669.21276105056	1578.44747926168	1811.01798628125	2097.63368405936	1871.67218456072	1905.13758760524
ENSMUSG00000008976	3576.08832341383	3551.5805959427	3561.84726206954	3110.86042861767	3279.91057573928	2976.55206748794	2787.36391120039
ENSMUSG00000008999	1.00032539756052	6.03327608399158	3.00699137974273	2.29314255706893	4.06795425663054	1.88397953867358	4.01358790073809
ENSMUSG00000009013	6530.74343786726	8062.12646436147	6577.80356350936	5247.58427496678	5607.26236878544	4955.27741325151	5659.68766177277
ENSMUSG00000009030	1141	1004	1262	1392	1484	1565	1398
ENSMUSG00000009035	2495.43737660215	2248.95237316404	3523.66902845557	3539.24736046103	3441.72474367283	3481.63418878316	3060.33352567928
ENSMUSG00000009047	0	0	0	0	0	0	0
ENSMUSG00000009070	0	0	0	0	0	0	1
ENSMUSG00000009073	2822.8546733464	2331.81296028217	2786.19904939228	2566.48578000937	2500.07525646552	2518.05366484329	2158.27999910401
ENSMUSG00000009075	0	0	0	1.04552467213629	0	0	0
ENSMUSG00000009076	314	254	287	323.954475327864	304	366	346
ENSMUSG00000009079	9035.31443218386	9620.25414983242	9765.33942296617	9803.049073277	10862.2705808949	10340.1508541614	10435.5755561777
ENSMUSG00000009090	1733	1548	1660	1375	1279	1451	1256
ENSMUSG00000009092	0	2	3.38663714058029	0	3.43905233091334	0	0
ENSMUSG00000009093	3	0	0	0	0	1	1
ENSMUSG00000009097	0	0	0	0	0	0	0
ENSMUSG00000009108	14	26	21	17	13.6204661640594	8	13
ENSMUSG00000009112	1507.91402122612	1550.91407493487	1603.18942167457	1368.67522920875	1521.67250827565	1308.74886327777	1396.77450483306
ENSMUSG00000009114	0	0	0	1.36579144466453	0	0	1.49876589205414
ENSMUSG00000009115	1	0	1	3	0	1	1
ENSMUSG00000009145	145.190185375097	130.116582082029	124.050002730253	152.866144128239	178.748065753863	189.862615701136	202.348574618783
ENSMUSG00000009185	32	21	15	94	57	52	56
ENSMUSG00000009207	641	541	514	474	540	533	519
ENSMUSG00000009210	0	0	0	0	0	0	0
ENSMUSG00000009214	0	0	0	0	0	0	0
ENSMUSG00000009216	0	0	0	0	0	0	0
ENSMUSG00000009246	15.6481092749701	12.558101047503	10.5655202103739	8.18002533835517	14.4240458041011	6.41638192747329	14.1271842833283
ENSMUSG00000009248	0	4	0	0	1	1	0
ENSMUSG00000009281	0	0	0	0	0	2.7543517185555	0
ENSMUSG00000009291	7190.91810580151	7536.41029011033	7563.49182325984	7662.54633099321	8235.45556780895	7477.90408302984	8115.75694919007
ENSMUSG00000009292	25.9429051114886	42.952028212358	7.36183160099761	12.2251075005998	19.2061967250136	11.1581833006762	16.0132669764954
ENSMUSG00000009293	2662.02155733511	2695.41248603538	2813	2013.69974721255	2235.91950392582	1990.57742875771	2186
ENSMUSG00000009350	0	6	5.00599457215322	4.00227674501357	2.00340541684269	2.00360732778128	4.00376969574228
ENSMUSG00000009356	0	1	0	0	0	0	0
ENSMUSG00000009376	1443	1727	1940	904	1289	833	890
ENSMUSG00000009378	0	0	0	1	0	2	1
ENSMUSG00000009394	4	0	3	3	2.47418203962962	2	0
ENSMUSG00000009406	1271.47855767332	1143.19995141114	1167.98610716691	1352.91785378364	1291.79151788152	1333.15653219499	1354.90114444639
ENSMUSG00000009418	1037.75200973537	1071.95107374901	1025.25676211317	847.376105325041	1262.87653600623	761.342582777577	995.741694513281
ENSMUSG00000009470	6153.3557107279	6115.10251931783	5781.77566069446	4492.47222244879	4690.39465668966	4368.39899866003	4207.61222060882
ENSMUSG00000009471	0	0	0	0	0	0	0
ENSMUSG00000009487	0	0	1.51664781804164	0	0	0	0
ENSMUSG00000009535	984	1254	1048	821	1041	947	1041
ENSMUSG00000009545	0	0	1	0	0	0	0
ENSMUSG00000009549	2192	2125	1914	2272	2114	2376	2231
ENSMUSG00000009551	1	2	0	1.0082019986785	4	1	0
ENSMUSG00000009555	3318.95478209788	3330.7263766727	3116.6472696969	3038.96484059221	3234.44236376755	3100.94911230881	2999.19923253504
ENSMUSG00000009563	1354.0943248007	1291.00704844735	1433.17283069996	1277.03347326964	1328.29050875699	1387.12228817017	1425.66459037276
ENSMUSG00000009566	1527	1447	1571	1130	1285	1177	1132
ENSMUSG00000009569	1381.92877369155	989.437085104218	1066.16664156096	1204.08799838399	1237.3068062601	1213.13503361698	1181.33439168938
ENSMUSG00000009575	8288.75333366878	7093.96923762017	6642.74553553274	7029.49221305917	7107.54499912762	7509.41448762791	6959.63734059371
ENSMUSG00000009580	0	0	0	0	0	0	0
ENSMUSG00000009585	547.046227675451	554.027778103361	570.393559258814	620.755555025072	788.660027756167	704.033836693205	798.725018743643
ENSMUSG00000009588	0	3.00073720566229	0	1.32756615677396	1.00038972811083	0	1.00048405509355
ENSMUSG00000009596	0	1	0	0	1	0	0
ENSMUSG00000009614	636	458.979947364152	616	979	922	960	906
ENSMUSG00000009621	749	946	1101	676	850.442684063115	638	818
ENSMUSG00000009628	49	29	28	26	17	32	18
ENSMUSG00000009630	2043	1850	1797	1721	1610	1717	1570
ENSMUSG00000009633	2	0	0	0	2	0	1
ENSMUSG00000009640	603	550	572	647	634	660	609
ENSMUSG00000009646	0	0	0	0	0	0	0
ENSMUSG00000009647	3279.49265063909	3001.50820389009	3424	3562.46973907772	3880	3676	3731.02323569926
ENSMUSG00000009654	24	34	30	37	45	37	35
ENSMUSG00000009670	0	0	0	0	0	1	0
ENSMUSG00000009681	1529.90460191607	1443.62750682819	1882.5725413038	1268.54336289334	1510.05627067098	1294.76654089925	1237.05263498821
ENSMUSG00000009687	386.658187886933	603.225440933543	496.044645056779	159.273877374886	154.793280789426	106.759193068334	133.161169722693
ENSMUSG00000009731	76.0345638463253	109.135776626646	165.066565701892	156.795254196988	260.138734611825	167.08393794693	271.868582158156
ENSMUSG00000009733	270.928679966987	1.18978578778455e-05	40.3287776265703	294.932262020924	530.980755386002	472.366991934383	483.334602953582
ENSMUSG00000009734	0	0	0	0	1	0	1.01489190703307
ENSMUSG00000009739	795.815425812849	591.914082502221	740.864269533966	1202.08740089877	1147.05115875704	1370.88257759769	1258.43459996944
ENSMUSG00000009741	539.761303628835	515.511196655944	419.075494453981	476.973083793041	367.921660840549	489.464545467994	296.201530061684
ENSMUSG00000009772	699	594	532	615	537	369	337
ENSMUSG00000009828	733.972856215933	678.817218374807	683	974.020611349084	904.747138736791	823.032774279379	945.90376985754
ENSMUSG00000009863	2088	2228	2166	1765	1787	1773	1734
ENSMUSG00000009876	3	0	1	0	2	0	1
ENSMUSG00000009894	1389	1188	1567	1488	1396	1427	1433
ENSMUSG00000009900	0	0	0	0	0	0	0
ENSMUSG00000009905	545.968220439656	566.786656655661	577.149307374026	448.964198590562	432.029316839343	462.780946129569	487.881415010818
ENSMUSG00000009907	1764.96336298894	1696	1808.96689602135	1950.9169982487	2270.95751821174	1932	2100.35065354098
ENSMUSG00000009927	710.057980749085	786.919723724755	687.001947752741	565.535352704872	527.600678324978	535.646002953475	493.601161642859
ENSMUSG00000009941	6	5	8	0	4	8	4
ENSMUSG00000009995	725.022937452799	607.041099913855	667.05014565537	1100.00958041103	1046.0782385835	1128.42657442439	1053.43004379981
ENSMUSG00000010021	0	0	2	0	0	0	0
ENSMUSG00000010025	851.98084393742	753.336017362833	832	925.441010879804	926.284684746502	895.157960232387	905.033201692577
ENSMUSG00000010044	11	19	31.7267727915657	19.5061058390425	23	17.672812764442	25
ENSMUSG00000010045	1170	933	992	971	903	926	796
ENSMUSG00000010047	720	734	743	617	607	593	618
ENSMUSG00000010048	1181	1165	1090	661	697	621	674
ENSMUSG00000010051	151.439826905263	95.8305472707417	116.39353144127	182.770587909852	144.695322390532	251.806937869758	185.93159210655
ENSMUSG00000010054	311.524335365426	311.801502468822	383.248481192792	225.80891336808	255.346956513291	276.315059055896	297.255345304824
ENSMUSG00000010057	293	232	322	348.001753336448	339	328.015157125132	348
ENSMUSG00000010064	1	2	3	1	2	1	0
ENSMUSG00000010066	5.00195017153201	1.00037410121124	1.00020488823562	1.33372937928871	4.00533348237637	2.00047368538697	4.00358818527667
ENSMUSG00000010067	2633.14728698895	2570.18263918431	2267.383086997	2033.21345798238	2021.59824206896	2006.43749658328	2015.29359472436
ENSMUSG00000010080	12.0123444109632	14.0123164573336	20	18.0180960814407	12.7618128015691	22.0335964825875	11.0049634135377
ENSMUSG00000010086	0	0	0	1	1	0	0
ENSMUSG00000010095	6965.94857145754	7261.93266227107	8141.03676190634	8788.33204502254	9694.53749363632	8284.07184810416	8528.31887051593
ENSMUSG00000010097	5134.9069738819	5916	5505.66155945563	6176.45356893775	6566.97231724526	5986.34608813353	6340.67205935344
ENSMUSG00000010110	2260.83614462872	2320.67053858532	2324.90613013938	3233.01780454832	3438.6195638712	3219.22459819462	3207.98199270371
ENSMUSG00000010122	0	0	0	1	1	0	0
ENSMUSG00000010136	0	0	0	0	0	0	0
ENSMUSG00000010142	0	0	0	0	0	0	0
ENSMUSG00000010154	161.075669038724	248.333446370835	268.999999964841	143	110.97515224689	124.999999975015	111
ENSMUSG00000010175	0	0	0	0	0	0	0
ENSMUSG00000010205	3994.74467616213	3530.52325335875	4149.02941057678	3539.45548119738	3578.72645619663	3246.69615177513	3081.31819335988
ENSMUSG00000010277	5221	4403	5254	4070	3851	3814	3267
ENSMUSG00000010290	325	421	362	458	548	521	593
ENSMUSG00000010307	408	213	310	452	323	458	344.166582366353
ENSMUSG00000010311	58	43	37	32	27	29	24
ENSMUSG00000010342	1	9	6	14	13.0680477945338	13	11.134418187913
ENSMUSG00000010358	474.865201004306	496.414852906012	536	609	612	627.797633959984	635.607503360695
ENSMUSG00000010362	168	94	105	346	273	277	271
ENSMUSG00000010376	3210.61465962571	2998.64226731248	3017.65757318187	2602.36352876297	2477.30281863616	2782.63073102995	2599.17728505747
ENSMUSG00000010392	1107	1036	933	1133	1199	1088	1088
ENSMUSG00000010406	938.562080489773	995.488152595581	817.777127469394	857.010436191612	834.682002328874	932.150887844018	901.714367925104
ENSMUSG00000010435	0	0	0	0	0	0	0
ENSMUSG00000010453	2436.4929051926	2306.81646410018	2455	2745.86580186489	2892.10069788274	2805.05760648655	2672.94455863019
ENSMUSG00000010461	299.975791625936	79.2306519907739	127.240390145286	278.84450256366	156.270652207055	223.699028158481	146.001578136407
ENSMUSG00000010476	1.00047518847706	3.43892313535762	0	2.4000957323508	2.25965344686578	0	2.00446074321237
ENSMUSG00000010492	50.4670511872507	42.0488574976381	51.1567728089206	46.5100224554197	61.7273294497656	59.6715847110973	55.4401463058234
ENSMUSG00000010505	1	2	0	0	1	0	0
ENSMUSG00000010517	2267	1798	2001	1787	1454	1657.93076052059	1443
ENSMUSG00000010529	2	1	0	1	2	2	1
ENSMUSG00000010538	27	25	17.9795818623802	30	27	26	33.8981458692951
ENSMUSG00000010554	901.30283207641	946.316915327174	983.090519838997	734.576996936056	875.758541303626	704.642726266668	823.220013060194
ENSMUSG00000010592	0	0	0	0	0	0	0
ENSMUSG00000010601	37.0086348505864	68.4251321948485	86.0404515190076	43.4167518540695	81.8463807706458	53.8736248060505	72.8172478499274
ENSMUSG00000010607	324	211	183	365	300	392	330
ENSMUSG00000010608	5255.35561764725	5269.93047371096	4968.99160856334	4516.8864835169	5105.00905841124	5240.83112689033	5088.94520864473
ENSMUSG00000010609	242	249.110951271676	320.053846928514	280.05056311361	341.127379733719	363.079537508061	372.096853205027
ENSMUSG00000010651	43.251771941441	30.7156774364154	33.4216762110728	60.0045284057996	58.8370599801302	47.1448452700699	57.4498670261002
ENSMUSG00000010660	655.125224828066	416.793840713174	628.540587331016	564.214927603152	614.46687912774	766.756220788107	573.318283805489
ENSMUSG00000010663	8186	6151	8208	9286	9576	9602	9486
ENSMUSG00000010721	73.3581700016785	30.9228523140867	53.0895100144388	89.6421141731993	110.259130298731	112.214943058395	119.458528563228
ENSMUSG00000010751	491.738590201265	453.982063611525	438.799754105948	398.902179005315	385.654308597886	383.787220613935	374.196164939177
ENSMUSG00000010755	2285.94040152706	2192.97879576315	2766.93990596684	2352.40697523645	2589.14037100732	2463.20244750676	2541.14608125589
ENSMUSG00000010760	0	4	5.88721251791294	1	1.4640832612472	2	2.96146325856307
ENSMUSG00000010796	0	0	0	2	2	1	3
ENSMUSG00000010797	5	1	7	31	27	24	24
ENSMUSG00000010803	0	0	0	0	0	0	0
ENSMUSG00000010825	0	3.77531333820798	0	0	0	0	1.20850348571237
ENSMUSG00000010830	3214	3179	3476	3238	3718	3204	3815
ENSMUSG00000010841	1	1	0	0	1	0	0
ENSMUSG00000010911	437	452	506	524	541	599	557
ENSMUSG00000010914	570.900976328539	627.360018422721	573.695818805654	478.793917045645	563.421362597983	512.277663650427	526.875331526351
ENSMUSG00000010936	1621.97130409986	1218.2147076945	1468.24665025643	1369.71994080914	1139.95987435716	1239.77707497772	1145.61412927828
ENSMUSG00000011008	33	9	25	49	41	45	17
ENSMUSG00000011034	0	0	1	0	1	0	0
ENSMUSG00000011052	2	0	0	0	0	1	0
ENSMUSG00000011096	2749.12566409761	2646.21609168463	2672.5061981835	1787	2248.89666729665	2042.96426149617	2194.33549637072
ENSMUSG00000011114	3508.54958011002	3239.80812476721	3413.60337919923	4210.90852878725	4272.53260966153	3707.25328970314	3990.20434255111
ENSMUSG00000011118	0	0	0	0	0	1	0
ENSMUSG00000011148	166.010050920136	200.944910789623	208	130	134	132.103962895154	135
ENSMUSG00000011154	12	1.00000001307986	4	1	1	3	1
ENSMUSG00000011158	998.885320366827	965.072491015008	1292.02519997938	1531.88909376905	1542.29295780885	1498.90146785386	1409.78386951581
ENSMUSG00000011171	91.8629356168311	26.3570344813093	39.2126442160475	174.932484414018	130.420294886156	120.137372843256	102.020121271726
ENSMUSG00000011179	7509.45534882605	8792.79466512616	8153.01805650217	5460.8655856814	5348.00258944307	4530.95978546494	4741.80058208326
ENSMUSG00000011254	365	370.740394933532	297	193.314495500739	219.230407579034	220	218
ENSMUSG00000011256	3162.47462232366	1892.67532997631	1695.41511874477	2020.53301536495	1663.48005004396	1916.66885722423	1625.70837027277
ENSMUSG00000011257	5994.17925391662	7318.53163524582	6708.96913823566	3341.63790860763	3784.97522919215	3048.0562964635	3467.62818145686
ENSMUSG00000011263	2	0	0	0	0	0	0
ENSMUSG00000011267	77.8705707704474	121.769834990594	118.1150052228	64.1200952474473	62.6159235915826	34	39.754974546268
ENSMUSG00000011305	0	6.03887245891512	2.9268393871569	2	0	2	5.68002350687573
ENSMUSG00000011306	892.206564378329	761.975789099831	968.904196270254	996.105362485295	953.299423308835	996.940490408543	994.424217839094
ENSMUSG00000011349	0	0	0	0	0	0	0
ENSMUSG00000011350	0	0	0	0	0	0	0
ENSMUSG00000011382	48.7936786165602	76.9102588195026	68.2417885933957	52.5250224561076	126.126282628749	65.3216694431422	94.6369964255874
ENSMUSG00000011427	142	132	135.591126443626	265	299	276.237958650649	261
ENSMUSG00000011463	0	0	0	0	0	1.23817756989418	1.01368496401432
ENSMUSG00000011486	0	0	0	2	0	0	0
ENSMUSG00000011589	86	58	56	73	53	84	77
ENSMUSG00000011632	0	0	0	0	0	0	0
ENSMUSG00000011658	150.531787935644	226.38364131668	225.937956227938	400.456300609086	423.127675663815	288.081553526658	301.6000213087
ENSMUSG00000011751	5	7	14	4	13	4	3
ENSMUSG00000011752	15744.3244512195	18199.8632028143	16610.1245769569	8577.81869608712	9040.41743864915	8898.59843629769	9564.22766228893
ENSMUSG00000011831	1650.17912308598	1479.30655753297	1664.99396171723	1524.08192720936	1639.16262261671	1651.68845503353	1667.7635689703
ENSMUSG00000011832	383.625661402812	397	493.240057694398	728	756.296965931688	718.863039992856	642
ENSMUSG00000011837	1159.00127949191	1156.09657021202	1251.99644725083	932.469969684604	1029.58670104143	988.578310755908	984.412906076858
ENSMUSG00000011877	2438	2213	2787	2260	2427	2154	2105
ENSMUSG00000011884	1912	1429	1621	2011.99100856645	1591	1698	1477.99295493238
ENSMUSG00000011958	4289.63762732474	3568.38508646899	3551.49388926208	3835.43133868826	3559.38196463791	3747.75027030506	3389.44528643721
ENSMUSG00000011960	1758.21480435598	1840.91244534936	1557.36221361156	1813.00993925861	2065.67679492897	1774.8433996374	2003.90635007994
ENSMUSG00000012017	3511.003289297	2284.41710766303	3517.89273130473	3853.65206391555	4144.66904441183	3867.16136196918	3934.3364165196
ENSMUSG00000012042	0	0	0	0	0	0	0
ENSMUSG00000012076	1330.27941203606	1198.00905915184	1067.86704613996	1308.84485791236	1177.53034381061	1303.3132175011	1256.6386809734
ENSMUSG00000012114	2980.02470041257	2407.1487269944	2959.91606107275	2490.54611723379	2713.68948306604	2485.69469960557	2332.95453986828
ENSMUSG00000012117	1089.65710237402	933.010093941539	1008.73133553633	1073.94467277568	1052.54046415686	1083.38601174083	980.06786700738
ENSMUSG00000012123	11.9765197227874	8.10865052137538	12.0474711319735	18.8018056162392	23.4303947382399	13.0752292336171	13.3701699303515
ENSMUSG00000012126	31.0270408317136	28.0295879221631	19	40.0158152473191	44.0153783227566	42	35
ENSMUSG00000012187	0	0	0	0	0	0	0
ENSMUSG00000012211	1	0	4	3	4	2	2
ENSMUSG00000012282	2	0	1	0	0	1	0
ENSMUSG00000012296	1964.22098597766	1762.22249668708	1484.77497459357	1927.7704761066	1824.08512532422	1845.06735467366	1713.69422459146
ENSMUSG00000012350	2.60228862929157	0.0105376023876798	0	0	0	2.70173222061262	0.841461538871831
ENSMUSG00000012396	12.3189982484075	15.648700851308	9.64676749829681	11.5761794966825	22.6026316856958	10.9345431990619	26.6902113930775
ENSMUSG00000012405	15338.4584719562	18534.7172120042	15933.9364082536	13653.9674048957	14777.6902361756	15078.2860527281	15723.7337856816
ENSMUSG00000012422	3051	2652	2073.70401238866	2145.96739760038	2047	2132	2057
ENSMUSG00000012428	0	0	0	0	1	0	0
ENSMUSG00000012429	378.909312881976	326.925623102248	318.624884931769	290.486784915317	330.418524910834	371.435009566385	351.688536915375
ENSMUSG00000012443	2041.76472479776	1655.07376486653	1251.70049591516	2941.06061590512	2107.06903471619	1689.34630222135	1388.08164368942
ENSMUSG00000012483	664	671	517	776.87467957661	780.001517218546	755	831
ENSMUSG00000012519	130	103	90	119	63	98	69
ENSMUSG00000012520	0	0	0	0	0	0	0
ENSMUSG00000012535	3227.05014692293	3486.54344103906	3591.60335718798	2709.77913780867	3130.14784228265	2826.67097509504	3008.60566859078
ENSMUSG00000012609	1196.49146119591	810.65338101379	995.803123452529	1434.30507180046	1450.88729755718	1381.71295664563	1311.36805867759
ENSMUSG00000012640	342	302	280	500	450	487	455
ENSMUSG00000012705	6.69184350920432	5.85092549938653	4.0299712262913	1.04424196630779	3.03064144506214	5.08712572376426	3.05147793248808
ENSMUSG00000012777	2	7.00347288091615	1	0	0	0	0
ENSMUSG00000012819	87	156	205	68	52	43	48
ENSMUSG00000012848	23803	25520	21661	21307	20311	22452	21763
ENSMUSG00000012889	1011	705	845	514	540	700	609
